,P_NAME,P_RADIUS,P_TEMP_EQUIL,P_ESCAPE,P_ECCENTRICITY,S_DISTANCE,S_LUMINOSITY,S_HZ_OPT_MIN,S_HZ_OPT_MAX,P_ESI,S_TEMPERATURE,S_AGE,P_GRAVITY,P_DENSITY
275,HATS-11 b,18.03,1416.1403,3.8250633,0.34,944.603,2.529298,1.1385363,2.6403775,0.0520983,6563,7.7,0.81148693,0.045007594
276,WASP-158 b,11.994,1479.4641,8.5983976,0,524.993,3.040885,1.2640351,2.9411671,0.074703752,6350,1.93,6.1641188,0.51393354
277,KELT-12 b,19.952,1643.6267,3.8901471,0,368.03,7.7983011,2.0328657,4.7360422,0.047137501,6279,2.2,0.7584826,0.038015367
278,TOI-150.01,14.067,1272.7926,7.530669,0.262,336.267,3.1405087,1.2919256,3.0111802,0.065636383,6255,2.346,4.0314904,0.28659206
279,HAT-P-17 b,11.769,720.56938,3.957689,0.35,92.3831,0.51404365,0.55465119,1.3286056,0.090015584,5246,7.8,1.3308949,0.11308479
280,TOI-1789 b,16.141,1761.1681,3.712617,,229.067,5.4450265,1.7286933,4.0513372,0.056997868,5991,2.73,0.85394493,0.05290533
281,HD 63433 b,2.112,883.91924,1.5554766,0.24,22.4035,0.74989421,0.65338153,1.5431406,0.25783122,5688,0.414,1.1456002,0.54242433
282,TOI-561 d,2.82,547.16153,2.1635275,0.122,85.799,0.5333349,0.56112269,1.3382432,0.27291757,5372,11,1.6598763,0.5886086
283,WASP-58 b,16.029,1178.234,4.3856109,0,290.404,1.4454398,0.90106391,2.1216469,0.059203025,5800,12.8,1.1999241,0.074859571
284,HATS-29 b,14.022,1105.2881,3.847238,0.158,353.891,1.0690549,0.78096285,1.8453985,0.067145306,5670,5.5,1.0555727,0.075279752
285,HATS-67 b,18.887,2003.996,4.939693,0.057,960.109,3.5237087,1.3414715,3.1096724,0.049227641,6594,0.51,1.2919239,0.068402811
286,WASP-53 c,12.173984,95.502354,20.660459,0.8369,201.338,0.34434993,0.4606516,1.1158464,0.11856437,4953,,35.062851,2.880146
287,HAT-P-56 b,16.926,1693.7284,6.5860688,0.29,320.639,3.5727284,1.3529212,3.1374254,0.054644821,6566,2.01,2.5627025,0.15140627
288,HAT-P-31 b,12.218,1318.1334,7.6844062,0.25,344.05,2.7101916,1.2141038,2.8406576,0.073994251,6065,3.17,4.8330413,0.3955673
289,WASP-68 b,14.796,1367.5519,4.8165621,0,226.399,3.1988951,1.3315631,3.126606,0.062450515,5910,5.7,1.567942,0.10597067
290,HD 219134 b,1.602,928.23476,1.7201167,0,6.53127,0.26485001,0.40848035,1.000158,0.28198425,4699,11,1.8469423,1.1528978
291,HAT-P-27 b,11.43,1090.9873,4.1520742,0,199.173,0.53826978,0.56544394,1.3511272,0.080144734,5316,4.4,1.508287,0.13195861
292,K2-140 b,13.563,949.71928,4.6683128,0,347.917,0.89330548,0.71746301,1.699561,0.071641353,5585,9.8,1.6068086,0.11847
293,XO-5 b,12.78,1084.4164,5.4399554,0,276.211,0.87096359,0.71475084,1.7013649,0.072993455,5430,8.5,2.3155801,0.1811878
294,WASP-135 b,14.572,1354.5548,6.4374618,0,298.214,0.47206304,0.51880214,1.2257442,0.063348155,5675,0.6,2.8438728,0.19516009
295,TOI-905 b,13.126,1089.8374,4.0187793,0.024,158.649,0.72945751,0.64890126,1.5378418,0.071286988,5570,3.4,1.2304272,0.093739692
296,K2-198 d,2.438,768.29407,1.6353358,,110.567,0.39719155,0.48840138,1.1713082,0.24908395,5212.9,,1.0969332,0.4499316
297,55 Cnc b,13.9,675.3722,4.3578962,0,12.5855,0.63533093,0.61901216,1.486773,0.085730217,5172,5.5,1.3662776,0.098293354
298,WASP-91 b,11.545,1062.3041,6.0736935,0,149.942,0.41399967,0.50586589,1.2270175,0.079830325,4920,,3.1953013,0.27676927
299,Kepler-18 c,5.49,912.51663,1.7751574,0,433.047,0.93110788,0.74251091,1.7724626,0.14717168,5345,10,0.57398615,0.10455121
300,KELT-18 b,17.598,1906.9707,4.6164357,0,321.376,6.5012969,1.8144067,4.2018114,0.052578597,6670,1.9,1.2110171,0.068815609
301,KELT-7 b,17.934,1875.5747,4.9632513,0,136.681,5.7279603,1.6940394,3.9184974,0.051702258,6768,1.3,1.3735844,0.07659108
302,L 98-59 e,1.56,309.66596,1.4005493,0.128,10.6194,0.011271975,0.086924359,0.2265142,0.69173285,3415,0.8,1.2573964,0.80602337
303,WASP-168 b,16.814,1222.5483,2.8176469,0,303.941,1.428894,0.88507359,2.0738172,0.05645609,6000,3.96,0.47217402,0.028082195
304,TOI-431 d,3.29,587.8096,1.7346811,0,32.5686,0.27227013,0.41153167,1.0011046,0.24062601,4850,,0.9146257,0.27800173
305,HATS-1 b,14.594,1236.7043,6.3558429,0.12,283.971,1.0990058,0.78237877,1.8388937,0.063826321,5870,6,2.7680374,0.18966955
306,WASP-28 b,13.664,1320.9567,4.5473492,0,348.494,1.4125375,0.87549184,2.0475633,0.067179582,6084,5.5,1.5133478,0.11075438
307,WASP-177 b,17.71,1010.2217,3.0193956,,176.818,0.38725764,0.48702946,1.1767274,0.056179588,5017,9.7,0.51477978,0.029067181
308,TOI-270 c,2.355,446.91265,1.6160028,0.027,22.4793,0.019408859,0.11393804,0.29558236,0.3605454,3506,,1.1089023,0.47087147
309,WASP-3 b,15.917,1842.6567,6.9657835,0,231.161,2.7164393,1.1911546,2.7692622,0.057644351,6400,2.1,3.0484476,0.19152149
310,K2-19 b,7,789.56223,2.1514115,0.2,289.827,0.510505,0.55048818,1.3151179,0.12783883,5322,8,0.66122449,0.094460641
311,GJ 1132 c,1.43,298.90134,1.3587324,0.27,12.613,0.0043752211,0.054240289,0.14234139,0.73238181,3270,5,1.2910167,0.90280886
312,HATS-60 b,12.924,1392.1355,4.0348553,0.191,486.474,1.9952623,1.0657783,2.5171291,0.070213614,5688,7.55,1.2596764,0.097467994
313,HAT-P-22 b,12.89,1172.4347,7.8040396,0.02,81.7647,0.76913044,0.6764236,1.6170984,0.071591881,5302,12.4,4.724828,0.36654989
314,K2-198 c,1.423,1001.8833,1.3543091,,110.567,0.39719155,0.48840138,1.1713082,0.28799658,5212.9,,1.2889341,0.90578642
315,WASP-113 b,15.793,1413.2743,3.0918038,0,435.156,3.2809529,1.3501741,3.1718583,0.058783721,5890,6.2,0.60528405,0.038326097
316,KELT-6 b,14.572,1197.1148,3.3677476,0.22,240.726,3.1117163,1.2980011,3.0345493,0.064117528,6102,6.1,0.77832308,0.053412234
317,WASP-79 b,17.15,1638.7625,3.9689329,0,246.69,4.6131757,1.534384,3.5565748,0.054107863,6600,1.4,0.91850895,0.053557373
318,KELT-1 b,12.442,2216.1569,26.37346,0.0099,268.43,3.4833732,1.3395821,3.1086295,0.071596846,6518,,55.904147,4.4931801
319,HAT-P-39 b,17.609,1601.3668,3.288018,0,697.004,4.0457589,1.4511052,3.3719716,0.052887862,6430,2,0.61395096,0.034865748
320,HAT-P-20 b,9.718,885.29906,15.393912,0.015,71.0374,0.19010783,0.34747789,0.85475579,0.095961572,4595,6.7,24.384907,2.5092516
321,HD 219666 b,4.24,777.28993,1.9786597,0,94.1719,0.93756201,0.73749423,1.7500985,0.18231373,5527,10,0.92337131,0.21777625
322,Kepler-5 b,15.984,1598.485,6.4788634,0,899.777,4.4874539,1.5404166,3.5875945,0.05772234,6297,2.88,2.6261056,0.16429589
323,HD 89345 b,7.398,993.43648,2.1738853,0.22,132.345,2.6607251,1.2388739,2.935497,0.11572472,5576,7.53,0.63879119,0.086346471
324,HAT-P-34 b,13.417,1365.6424,8.8816131,0.432,249.325,3.9810717,1.4384422,3.3419095,0.067893545,6442,1.7,5.879336,0.43820049
325,HAT-P-67 b,23.371,1714.8497,2.150296,0,371.686,8.6896043,2.1296781,4.9507072,0.040661918,6406,1.24,0.19784233,0.0084652915
326,WASP-129 b,10.424,1083.6003,5.5217945,0.096,301.462,1.2941958,0.84747295,1.9904129,0.086640909,5900,1,2.9250014,0.28060259
327,KELT-9 b,21.196,3693.4836,6.5715336,0,204.455,52.966344,5.0466619,11.630299,0.044014664,10170,0.3,2.0374153,0.09612263
328,WASP-43 b,10.424,1329.5526,7.3668404,0,86.7467,0.14962357,0.31037026,0.77040556,0.084813323,4400,7,5.2062872,0.49945196
329,WASP-11 b,12.442,1221.392,4.4922704,0,124.73,1,0.7904017,1.9268297,0.073441199,4800,7.6,1.6219654,0.13036211
330,WASP-114 b,15.009,1827.4571,6.12048,0.012,523.337,2.1527817,1.0903567,2.5583894,0.060787856,5940,4.3,2.4958542,0.1662905
331,K2-260 b,17.396,1732.4433,5.0935071,0,663.834,3.4914032,1.3530662,3.1474133,0.053291735,6367,1.9,1.4913667,0.085730437
332,KELT-11 b,15.132,1566.3562,1.8951663,0.0007,99.1596,5.5462571,1.8091969,4.3143888,0.060686021,5375,,0.23735497,0.015685631
333,HAT-P-33 b,20.737,1626.7918,3.7550731,0,396.11,4.1495404,1.4682176,3.4108712,0.045524918,6446,2.3,0.67997173,0.032790265
334,WASP-172 b,17.598,1655.4649,2.9134979,0,538.11,8.5901352,2.0604262,4.7594593,0.052833875,6900,1.79,0.48235426,0.027409607
335,WASP-144 b,9.528,1330.4733,3.8310949,0,355.513,0.74301914,0.66845066,1.6038647,0.091488053,5200,8.71,1.5404374,0.1616748
336,WASP-18 b,13.899,2290.8347,15.272308,0.0051,123.483,2.6791683,1.1807223,2.7435882,0.064870665,6432,1.57,16.781307,1.2073751
337,HAT-P-49 b,17.822,1945.1891,6.2636945,0,350.351,6.5162839,1.8019112,4.1656553,0.051949973,6820,1.5,2.201429,0.12352312
338,HATS-3 b,15.48,1503.9342,4.6891898,0,411.211,2.8575905,1.225274,2.8509285,0.059595211,6351,3.2,1.4204458,0.091760066
339,HAT-P-54 b,10.581,746.72454,4.7779421,0.074,143.651,0.12531412,0.28413159,0.70560961,0.096699751,4390,3.9,2.1575211,0.20390522
340,HAT-P-46 b,14.392,1326.9345,3.2995275,0.123,290.736,2.4603676,1.1529176,2.6943476,0.06414443,6120,2.5,0.7564537,0.052560707
341,WASP-65 b,12.464,1438.7206,6.2867661,0,273.703,1.1350108,0.80801469,1.9132088,0.072354304,5600,8,3.1710067,0.25441325
342,KELT-17 b,17.094,1909.1731,4.9352737,,226.5,7.5162289,1.9010967,4.381178,0.053986563,7454,0.65,1.4248816,0.083355658
343,HAT-P-21 b,12.442,1158.8566,11.153645,0.23,277.278,1.0592537,0.78113043,1.8502134,0.073815729,5588,10.2,9.9986981,0.80362467
344,K2-333 b,6.18,808.51636,2.2612538,,343.99,1.4621772,0.90188987,2.1192634,0.13923447,5880,,0.82738974,0.13388184
345,HAT-P-32 b,22.194,1676.336,3.1205713,0.159,289.205,2.1777098,1.0925791,2.5599652,0.042689553,6001,2.7,0.43876567,0.019769562
346,HATS-70 b,15.513,2482.5023,16.25715,0.18,1458.83,11.994993,2.4016196,5.5346594,0.058723425,7930,0.81,17.036996,1.0982399
347,HAT-P-23 b,15.334,1874.1305,6.5816351,0.106,364.813,1.581248,0.9364699,2.1991664,0.059587449,5905,4,2.824959,0.18422845
348,HD 2685 b,16.141,1569.2794,4.7998223,0.091,196.852,4.6558609,1.5246324,3.5253582,0.057264903,6801,1.31,1.4273151,0.088427926
349,Kepler-396 b,3.5,487.65568,4.6445052,0,223.757,0.73282453,0.65058601,1.5420677,0.27521018,5565,4.37,6.1632653,1.7609329
350,WASP-38 b,13.787,1205.4761,8.905161,0.03,136.24,2.837919,1.2337061,2.8796357,0.067303364,6180,3.29,5.7519325,0.41719972
351,TOI-1478 b,11.882,841.37615,4.7710883,0.024,152.892,0.97050997,0.74730072,1.7696085,0.083334031,5597,9.1,1.9157788,0.16123369
352,WASP-117 b,11.882,964.21375,2.8327829,0.3,157.963,1.8793168,1.0125553,2.3703898,0.079241946,6040,4.6,0.67536266,0.05683914
353,WASP-120 b,16.511,1656.8374,9.6623246,0.057,381.174,4.7315126,1.5674312,3.6411295,0.055968876,6450,2.6,5.6544435,0.34246524
354,WASP-72 b,14.46,2006.1076,7.1101247,0,434.754,5.2966344,1.6782966,3.9120871,0.062726337,6250,3.2,3.4961184,0.24177859
355,HAT-P-16 b,14.448,1484.5318,9.6038828,0.036,226.637,1.9678863,1.0287098,2.4022042,0.063418574,6158,2,6.3838985,0.44185344
356,HAT-P-57 b,19.504,2010.651,4.7934164,0,279.86,6.3973484,1.8356013,4.272572,0.047791945,6330,1,1.1780579,0.060400834
357,K2-199 c,2.85,649.22656,2.0858756,0.03,107.518,0.18492686,0.34399927,0.85024519,0.24485668,4491,5.04,1.5266236,0.5356574
358,HD 5278 c,4.49,608.7207,2.0243506,0.07,57.5846,1.9054607,1.0094969,2.3552367,0.19718469,6203,3,0.91269389,0.20327258
359,CoRoT-11 b,16.03,1516.5491,6.7967094,0,655.037,2.3878113,1.1141494,2.5885672,0.057733305,6440,2,2.8818003,0.17977544
360,HATS-33 b,13.787,1305.4072,5.2420443,0.08,248.46,0.95940063,0.74030889,1.7498833,0.066718279,5659,3,1.9931115,0.14456455
361,Kepler-12 b,19.661,1402.7722,2.6426309,0,881.386,2.8119008,1.2456137,2.9221953,0.048309902,5947,4,0.35519548,0.018065992
